facility_name,licensee,facility_address,facility_city,facility_zip,county_name,facility_capacity,facility_status,license_first_date,closed_date,months_operated,facility_telephone_number,risk_score,google_maps_url
"TAYLOR, JOSIE FAMILY CHILD CARE","TAYLOR, JOSIE",Unavailable,SAN DIEGO,92131,SAN DIEGO,14,CLOSED,11/20/2021,3/6/2024,27.9,(858) 740-6950,6,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
CASA DEI BAMBINI,"CASA DEI BAMBINI, LLC",624 EAST CAMINO COLEGIO,SANTA MARIA,93454,SANTA BARBARA,24,CLOSED,11/20/2020,9/27/2023,34.7,(805) 348-3690,6,https://www.google.com/maps/search/624%20EAST%20CAMINO%20COLEGIO%2C%20SANTA%20MARIA%2C%20CA
CATALYST KIDS-CERRITOS,CATALYST FAMILY INC.,3731 CERRITOS AVENUE,ANAHEIM,92804,ORANGE,24,CLOSED,11/18/2020,7/17/2023,32.4,(714) 949-5933,6,https://www.google.com/maps/search/3731%20CERRITOS%20AVENUE%2C%20ANAHEIM%2C%20CA
"GULLEY, PORSCHA & GULLEY-SMITH, HEAVEN","GULLEY, PORSCHA & GULLEY-SMITH, HEAVEN",Unavailable,TRACY,95377,SAN JOAQUIN,14,CLOSED,1/25/2022,11/26/2024,34.5,(401) 649-1246,6,https://www.google.com/maps/search/Unavailable%2C%20TRACY%2C%20CA
RAGGEDY ANN & ANDY,"SANCHEZ, AMY",2015 S ENCINA ST,VISALIA,93277,TULARE,25,CLOSED,3/9/2021,2/1/2024,35.3,(559) 738-0111,6,https://www.google.com/maps/search/2015%20S%20ENCINA%20ST%2C%20VISALIA%2C%20CA
PURE & SIMPLE ACADEMY & CHILD CARE CENTER,"AGUIRRE, SANDRA LONA & EDWARD ANTHONY",43301 DIVISION ST SUITE 101,LANCASTER,93535,LOS ANGELES,97,CLOSED,3/15/2020,5/9/2022,26.2,(661) 524-1042,6,https://www.google.com/maps/search/43301%20DIVISION%20ST%20SUITE%20101%2C%20LANCASTER%2C%20CA
"MENDOZA, ANA FAMILY CHILD CARE","MENDOZA, ANA",Unavailable,SAN DIEGO,92129,SAN DIEGO,14,CLOSED,9/29/2020,7/10/2023,33.8,(858) 226-2164,6,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
CATALYST KIDS-HOLDER,CATALYST FAMILY INC.,9550 HOLDER STREET,BUENA PARK,90620,ORANGE,24,CLOSED,11/23/2020,6/9/2023,30.9,(714) 949-5933,6,https://www.google.com/maps/search/9550%20HOLDER%20STREET%2C%20BUENA%20PARK%2C%20CA
"MENDEZ, ELDA","MENDEZ, ELDA",Unavailable,MANTECA,95337,SAN JOAQUIN,14,CLOSED,3/2/2020,8/8/2023,41.8,(209) 321-6709,6,https://www.google.com/maps/search/Unavailable%2C%20MANTECA%2C%20CA
"ANDERSON, DEBRA FAMILY CHILD CARE","ANDERSON, DEBRA",Unavailable,VISALIA,93291,TULARE,14,CLOSED,8/18/2022,2/10/2025,30.2,(559) 824-0326,6,https://www.google.com/maps/search/Unavailable%2C%20VISALIA%2C%20CA
SHORT AVE ELEMENTARY SCHOOL,GOT GAME SPORTS LLC,12814 MAXELLA AVE,LOS ANGELES,90066,LOS ANGELES,100,INACTIVE,3/23/2021,,,(310) 975-8524,6,https://www.google.com/maps/search/12814%20MAXELLA%20AVE%2C%20LOS%20ANGELES%2C%20CA
"FRIAS, GICEL FAMILY CHILD CARE HOME","FRIAS, GICEL",Unavailable,VACAVILLE,95688,SOLANO,14,CLOSED,7/29/2020,7/8/2024,48.0,(707) 474-2261,6,https://www.google.com/maps/search/Unavailable%2C%20VACAVILLE%2C%20CA
UNIQUE 2THE PEAK CHILDREN'S ACADEMY,"MEZA, REBECCA",1309 SOUTH BROOKHURST STREET,ANAHEIM,92804,ORANGE,18,CLOSED,8/5/2021,12/23/2024,41.2,(657) 220-4206,6,https://www.google.com/maps/search/1309%20SOUTH%20BROOKHURST%20STREET%2C%20ANAHEIM%2C%20CA
YOUNG WORLD: CHILDREN'S LEARNING CENTER,"BREWER FAMILY ENTERPRISES, INC.",750 SIERRA AVE,CLOVIS,93612,FRESNO,34,CLOSED,10/15/2020,3/17/2024,41.6,(559) 298-7800,6,https://www.google.com/maps/search/750%20SIERRA%20AVE%2C%20CLOVIS%2C%20CA
NIPOMO RECREATION ASSOCIATION,"NIPOMO RECREATION ASSOCIATION, INC.",920 WEST TEFFT STREET,NIPOMO,93444,SAN LUIS OBISPO,60,CLOSED,3/12/2021,7/15/2024,40.7,(805) 929-5437,6,https://www.google.com/maps/search/920%20WEST%20TEFFT%20STREET%2C%20NIPOMO%2C%20CA
NIPOMO RECREATION ASSOCIATION,"NIPOMO RECREATION ASSOCIATION, INC.",1661 VIA ALTA MESA,NIPOMO,93444,SAN LUIS OBISPO,60,CLOSED,3/11/2021,7/15/2024,40.7,(805) 929-5437,6,https://www.google.com/maps/search/1661%20VIA%20ALTA%20MESA%2C%20NIPOMO%2C%20CA
NIPOMO RECREATION ASSOCIATION,"NIPOMO RECREATION ASSOCIATION, INC.",190 E. PRICE STREET,NIPOMO,93444,SAN LUIS OBISPO,60,CLOSED,3/10/2021,7/15/2024,40.8,(805) 929-5437,6,https://www.google.com/maps/search/190%20E.%20PRICE%20STREET%2C%20NIPOMO%2C%20CA
PARVINS HOPELAND PRESCHOOL,RUDRA EDUCATIONAL SERVICES LLC,5965 N PERSHING AVE,STOCKTON,95207,SAN JOAQUIN,14,CLOSED,8/30/2021,3/1/2024,30.5,(209) 474-9144,6,https://www.google.com/maps/search/5965%20N%20PERSHING%20AVE%2C%20STOCKTON%2C%20CA
PEACOCKS EARLY LEARNING CENTRE,PEACOCKS INTERNATIONAL CORPORATION,19901 YORBA LINDA BLVD.,YORBA LINDA,92886,ORANGE,26,INACTIVE,8/3/2020,,,(714) 970-2311,6,https://www.google.com/maps/search/19901%20YORBA%20LINDA%20BLVD.%2C%20YORBA%20LINDA%2C%20CA
PEPPERTREE SCHOOLS COTTAGE HOUSE,"PEPPERTREE SCHOOLS, LLC",16035 LOS GATOS ALMADEN ROAD,LOS GATOS,95032,SANTA CLARA,10,CLOSED,1/22/2021,5/18/2023,28.2,(408) 356-3211,6,https://www.google.com/maps/search/16035%20LOS%20GATOS%20ALMADEN%20ROAD%2C%20LOS%20GATOS%2C%20CA
PURE & SIMPLE ACADEMY & CHILD CARE CENTER,"AGUIRRE, SANDRA LONA & EDWARD ANTHONY",43301 DIVISION ST SUITE 101,LANCASTER,93535,LOS ANGELES,30,CLOSED,3/15/2020,5/9/2022,26.2,(661) 524-1042,6,https://www.google.com/maps/search/43301%20DIVISION%20ST%20SUITE%20101%2C%20LANCASTER%2C%20CA
"SMITH-WINSTON, ANGELEKA FCCH","SMITH-WINSTON, ANGELEKA",Unavailable,VALLEJO,94589,SOLANO,14,CLOSED,7/17/2020,7/6/2022,24.0,(415) 504-5177,6,https://www.google.com/maps/search/Unavailable%2C%20VALLEJO%2C%20CA
YWCA PRESCHOOL-GUERNEVILLE,YWCA OF SONOMA COUNTY,14630 ARMSTRONG WOODS RD.,GUERNEVILLE,95446,SONOMA,24,CLOSED,7/1/2022,3/21/2025,33.1,(707) 869-8106,6,https://www.google.com/maps/search/14630%20ARMSTRONG%20WOODS%20RD.%2C%20GUERNEVILLE%2C%20CA
SKRYPNYK SHEVCHUK FAMILY CHILD CARE,ANTON SKYPNYK & LARYSA SHEVCHUK,Unavailable,CANOGA PARK,91303,LOS ANGELES,14,CLOSED,1/6/2021,9/30/2024,45.4,(818) 946-4979,6,https://www.google.com/maps/search/Unavailable%2C%20CANOGA%20PARK%2C%20CA
RJ'S PRESCHOOL ACADEMY,"SALVATION ARMY, THE",6845 UNIVERSITY AVENUE,SAN DIEGO,92115,SAN DIEGO,24,CLOSED,6/14/2021,4/30/2024,35.0,(619) 269-1580,6,https://www.google.com/maps/search/6845%20UNIVERSITY%20AVENUE%2C%20SAN%20DIEGO%2C%20CA
SANDY LOAM,"AMMAMMA TATI, INC",175 WEST SIERRA AVENUE,COTATI,94931,SONOMA,15,CLOSED,2/15/2022,7/19/2024,29.5,(707) 795-6666,6,https://www.google.com/maps/search/175%20WEST%20SIERRA%20AVENUE%2C%20COTATI%2C%20CA
WAH MEI AT KIDS BY THE BAY-CIVIC CENTER(PS),WAH MEI SCHOOL,90 7TH STREET,SAN FRANCISCO,94103,SAN FRANCISCO,70,INACTIVE,4/26/2021,,,(415) 554-8100,6,https://www.google.com/maps/search/90%207TH%20STREET%2C%20SAN%20FRANCISCO%2C%20CA
BUENA PARK MONTESSORI ACADEMY,SUNLAND BUENA PARK MONTESSORI INC.,6221 LINCOLN AVENUE,BUENA PARK,90620,ORANGE,78,CLOSED,7/29/2021,11/19/2024,40.3,(714) 821-7800,6,https://www.google.com/maps/search/6221%20LINCOLN%20AVENUE%2C%20BUENA%20PARK%2C%20CA
SAN LUIS OBISPO CLASSICAL ACADEMY,SAN LUIS OBISPO CLASSICAL ACADEMY,165 GRAND AVE.,SAN LUIS OBISPO,93401,SAN LUIS OBISPO,60,INACTIVE,4/6/2021,,,(805) 548-8700,6,https://www.google.com/maps/search/165%20GRAND%20AVE.%2C%20SAN%20LUIS%20OBISPO%2C%20CA
"WILLIAMS, ASTONDA","WILLIAMS, ASTONDA",Unavailable,ELK GROVE,95758,SACRAMENTO,14,CLOSED,6/2/2023,1/3/2025,19.4,(951) 235-5438,5,https://www.google.com/maps/search/Unavailable%2C%20ELK%20GROVE%2C%20CA
"WOOD, HEATHER","WOOD, HEATHER",Unavailable,SAN JOSE,95118,SANTA CLARA,14,CLOSED,8/8/2023,6/26/2024,10.8,(408) 266-6497,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
"ZHAO, JENNY","ZHAO, JENNY",Unavailable,SAN JOSE,95130,SANTA CLARA,14,CLOSED,3/19/2019,8/6/2020,16.9,(408) 828-0819,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
"KIRBY, KAYLIE FAMILY CHILD CARE","KIRBY, KAYLIE",Unavailable,SAN DIEGO,92105,SAN DIEGO,14,CLOSED,7/11/2023,8/21/2024,13.6,(619) 808-8427,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
"WYNN-GOREE, SHARON","WYNN-GOREE, SHARON",Unavailable,SUISUN CITY,94585,SOLANO,14,CLOSED,12/13/2018,10/13/2020,22.3,(707) 207-3091,5,https://www.google.com/maps/search/Unavailable%2C%20SUISUN%20CITY%2C%20CA
"LAINEUS, ROSELINE FAMILY CHILD CARE","LAINEUS, ROSELINE",Unavailable,SAN DIEGO,92115,SAN DIEGO,14,CLOSED,3/16/2023,9/26/2024,18.7,(619) 701-4032,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
"ZHANG, LILI","ZHANG, LILI",Unavailable,CUPERTINO,95014,SANTA CLARA,14,CLOSED,5/29/2019,5/29/2020,12.2,(408) 255-9056,5,https://www.google.com/maps/search/Unavailable%2C%20CUPERTINO%2C%20CA
"WITZ, JEANNETTE",JEANNETTE WITZ,Unavailable,MEADOW VISTA,95722,PLACER,14,CLOSED,5/25/2023,8/30/2024,15.4,(530) 386-8436,5,https://www.google.com/maps/search/Unavailable%2C%20MEADOW%20VISTA%2C%20CA
"WHITE, CHARLOTTE FAMILY CHILD CARE HOME","WHITE, CHARLOTTE",Unavailable,DIXON,95620,SOLANO,14,CLOSED,6/19/2023,3/27/2025,21.6,(707) 290-6874,5,https://www.google.com/maps/search/Unavailable%2C%20DIXON%2C%20CA
"KASSAK, NADINE",NADINE KASSAK,Unavailable,MOUNTAIN VIEW,94041,SANTA CLARA,14,CLOSED,9/1/2023,12/16/2024,15.7,(408) 470-0768,5,https://www.google.com/maps/search/Unavailable%2C%20MOUNTAIN%20VIEW%2C%20CA
"ZARRABI, MISTY ANN","ZARRABI, MISTY ANN",Unavailable,ELK GROVE,95757,SACRAMENTO,14,CLOSED,11/14/2019,10/12/2021,23.3,(916) 719-9046,5,https://www.google.com/maps/search/Unavailable%2C%20ELK%20GROVE%2C%20CA
"KHOGYANI, BIBI HALIMA & SADEEQULLAH","KHOGYANI, BIBI HALIMA & SADEEQULLAH",Unavailable,WEST SACRAMENTO,95691,YOLO,14,CLOSED,6/8/2023,12/20/2024,18.7,(916) 470-7446,5,https://www.google.com/maps/search/Unavailable%2C%20WEST%20SACRAMENTO%2C%20CA
LEE FAMILY CHILD CARE,CHA LEE,Unavailable,LOS ANGELES,90005,LOS ANGELES,14,CLOSED,3/25/2019,6/1/2020,14.5,(213) 880-0750,5,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ANGELES%2C%20CA
KUTIN FAMILY CHILD CARE,"KUTIN, BONNIE H.",Unavailable,NIPOMO,93444,SAN LUIS OBISPO,14,CLOSED,11/15/2019,10/15/2021,23.3,(805) 208-2137,5,https://www.google.com/maps/search/Unavailable%2C%20NIPOMO%2C%20CA
"KAUR, PARMJIT","KAUR, PARMJIT",Unavailable,TRACY,95376,SAN JOAQUIN,14,CLOSED,7/28/2023,5/5/2025,21.6,(209) 914-2980,5,https://www.google.com/maps/search/Unavailable%2C%20TRACY%2C%20CA
"LANDAVERDE, IVETT","LANDAVERDE, IVETT",Unavailable,CUPERTINO,95014,SANTA CLARA,14,CLOSED,9/17/2019,12/8/2020,14.9,(650) 392-5006,5,https://www.google.com/maps/search/Unavailable%2C%20CUPERTINO%2C%20CA
"YACOUB, SOURER FAMILY CHILD CARE","YACOUB, SOURER",Unavailable,SAN DIEGO,92131,SAN DIEGO,14,CLOSED,10/1/2018,8/1/2020,22.3,(507) 351-0157,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
"KRIVENKO, GALINA","KRIVENKO, GALINA",Unavailable,SO. SAN FRANCISCO,94080,SAN MATEO,14,CLOSED,8/28/2019,10/21/2020,14.0,(805) 264-7732,5,https://www.google.com/maps/search/Unavailable%2C%20SO.%20SAN%20FRANCISCO%2C%20CA
KLIKS FAMILY CHILD CARE,"KLIKS, RASCHELLE",Unavailable,BISHOP,93514,INYO,14,CLOSED,11/14/2019,9/22/2021,22.6,(760) 920-5685,5,https://www.google.com/maps/search/Unavailable%2C%20BISHOP%2C%20CA
"KIM, SOOKKYOUNG","KIM, SOOKKYOUNG",Unavailable,SAN JOSE,95117,SANTA CLARA,14,CLOSED,12/23/2019,6/15/2021,18.0,(408) 891-1538,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
"KHAN, BIBI ASIA",BIBI ASIA KHAN,Unavailable,ELK GROVE,95758,SACRAMENTO,14,CLOSED,4/8/2024,2/28/2025,10.9,(916) 247-1305,5,https://www.google.com/maps/search/Unavailable%2C%20ELK%20GROVE%2C%20CA
"KONTSEMAL, ANASTASIIA",ANASTASIIA KONTSEMAL,Unavailable,CITRUS HEIGHTS,95621,SACRAMENTO,14,CLOSED,12/14/2023,5/20/2025,17.4,(916) 837-4820,5,https://www.google.com/maps/search/Unavailable%2C%20CITRUS%20HEIGHTS%2C%20CA
"KLEIN, WENDEE","KLEIN, WENDEE",Unavailable,MANTECA,95337,SAN JOAQUIN,14,CLOSED,2/1/2023,8/31/2023,7.0,(951) 532-4843,5,https://www.google.com/maps/search/Unavailable%2C%20MANTECA%2C%20CA
"MEZA BAUTISTA, NANCY FAMILY CHILD CARE HOME","MEZA BAUTISTA, NANCY",Unavailable,CORNING,96021,TEHAMA,14,CLOSED,1/18/2023,12/18/2024,23.3,(530) 838-8839,5,https://www.google.com/maps/search/Unavailable%2C%20CORNING%2C%20CA
WANG FAMILY CHILD CARE,AIZHU WANG,Unavailable,DIAMOND BAR,91765,LOS ANGELES,14,CLOSED,3/2/2023,10/2/2023,7.1,(909) 680-1558,5,https://www.google.com/maps/search/Unavailable%2C%20DIAMOND%20BAR%2C%20CA
"OWENS, HEIDI","OWENS, HEIDI",Unavailable,COLFAX,95713,PLACER,14,CLOSED,12/30/2019,10/22/2020,9.9,(209) 585-5736,5,https://www.google.com/maps/search/Unavailable%2C%20COLFAX%2C%20CA
"PORTER, SUGAR","PORTER, SUGAR",Unavailable,FREMONT,94555,ALAMEDA,14,CLOSED,5/25/2023,3/20/2025,22.2,(408) 685-8739,5,https://www.google.com/maps/search/Unavailable%2C%20FREMONT%2C%20CA
PONNAGANTI FAMLY CHILD CARE,HIMAJA & CHINNA PONNAGANTI,Unavailable,DIAMOND BAR,91765,LOS ANGELES,14,CLOSED,1/16/2019,7/30/2020,18.7,(909) 610-0085,5,https://www.google.com/maps/search/Unavailable%2C%20DIAMOND%20BAR%2C%20CA
"SANTILLIAN, PATRICIA","SANTILLIAN, PATRICIA",Unavailable,ANAHEIM,92806,ORANGE,14,CLOSED,11/26/2019,12/15/2020,12.8,(714) 728-6251,5,https://www.google.com/maps/search/Unavailable%2C%20ANAHEIM%2C%20CA
"PHELON, JESSICA","PHELON, JESSICA",Unavailable,ANTIOCH,94509,CONTRA COSTA,14,CLOSED,9/11/2019,9/7/2020,12.1,(510) 815-5414,5,https://www.google.com/maps/search/Unavailable%2C%20ANTIOCH%2C%20CA
PEPANYAN FAMILY CHILD CARE,ZHANNA PEPANYAN,Unavailable,NORTHRIDGE,91325,LOS ANGELES,14,CLOSED,6/24/2019,7/2/2020,12.5,(818) 645-5444,5,https://www.google.com/maps/search/Unavailable%2C%20NORTHRIDGE%2C%20CA
"PAYNE, LINDA","PAYNE, LINDA",Unavailable,SAN FRANCISCO,94116,SAN FRANCISCO,14,CLOSED,4/4/2023,3/13/2025,23.6,(707) 953-9166,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20FRANCISCO%2C%20CA
PARONYAN & KIRAKOSYAN FAMILY CHILD CARE,"G.PARONYAN, G.KIRAKOSYAN",Unavailable,VAN NUYS,91405,LOS ANGELES,14,LICENSED,12/28/2021,8/21/2023,20.0,(818) 391-9571,5,https://www.google.com/maps/search/Unavailable%2C%20VAN%20NUYS%2C%20CA
"PACHECO, TINA M.","PACHECO, TINA M.",Unavailable,SAN FRANCISCO,94158,SAN FRANCISCO,14,CLOSED,2/17/2023,12/11/2023,9.9,(408) 781-5739,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20FRANCISCO%2C%20CA
SEARS FAMILY CHILD CARE,"SEARS, CYNTHIA",Unavailable,SANTA CLARITA,91351,LOS ANGELES,14,CLOSED,9/2/2019,6/19/2020,9.7,(661) 236-4955,5,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20CLARITA%2C%20CA
"SANDERS, SUNETHRA","SANDERS, SUNETHRA",Unavailable,IRVINE,92620,ORANGE,14,CLOSED,3/13/2023,12/30/2023,9.7,(909) 654-8812,5,https://www.google.com/maps/search/Unavailable%2C%20IRVINE%2C%20CA
"ONUMAH, MARIANNA FCCH","ONUMAH, MARIANNA",Unavailable,FAIRFIELD,94533,SOLANO,14,CLOSED,11/21/2023,4/30/2025,17.5,(707) 469-3162,5,https://www.google.com/maps/search/Unavailable%2C%20FAIRFIELD%2C%20CA
"SHIM, JUYEON","SHIM, JUYEON",Unavailable,IRVINE,92602,ORANGE,14,CLOSED,1/15/2025,1/29/2025,0.5,(949) 761-0063,5,https://www.google.com/maps/search/Unavailable%2C%20IRVINE%2C%20CA
"SHIN, STELLA","SHIN, STELLA",Unavailable,BREA,92821,ORANGE,14,CLOSED,1/12/2024,12/12/2024,11.2,(626) 727-0178,5,https://www.google.com/maps/search/Unavailable%2C%20BREA%2C%20CA
"SHIRZAD, SILGY AND AHMAD FAISAL","SHIRZAD, SILGY AND SHIRZAD, AHMAD FAISAL",Unavailable,NORTH HIGHLANDS,95660,SACRAMENTO,14,CLOSED,1/27/2023,12/27/2024,23.3,(916) 868-9721,5,https://www.google.com/maps/search/Unavailable%2C%20NORTH%20HIGHLANDS%2C%20CA
"SHORISH, BIBI FAWOOZIA & AHMAD HAMID FCC","SHORISH, BIBI FAWOOZIA & AHMAD HAMID",Unavailable,EL CAJON,92019,SAN DIEGO,14,CLOSED,3/8/2023,5/30/2024,15.0,(619) 404-8401,5,https://www.google.com/maps/search/Unavailable%2C%20EL%20CAJON%2C%20CA
"SILVA, MERASOL","SILVA, MERASOL",Unavailable,GILROY,95020,SANTA CLARA,14,CLOSED,10/19/2018,8/6/2020,21.9,(408) 618-1619,5,https://www.google.com/maps/search/Unavailable%2C%20GILROY%2C%20CA
OJEISEKHOBA FAMILY CHILD CARE,"OJEISEKHOBA, MOYRA",Unavailable,BEAUMONT,92223,RIVERSIDE,14,CLOSED,8/24/2023,11/22/2024,15.2,(951) 797-0819,5,https://www.google.com/maps/search/Unavailable%2C%20BEAUMONT%2C%20CA
"SMOTHERS, JANAE FCCH","SMOTHERS, JANAE",Unavailable,FAIRFIELD,94534,SOLANO,14,CLOSED,10/6/2023,8/23/2024,10.7,(510) 427-1979,5,https://www.google.com/maps/search/Unavailable%2C%20FAIRFIELD%2C%20CA
"QIU, MENG","QIU, MENG",Unavailable,SANTA CLARA,95054,SANTA CLARA,14,CLOSED,3/1/2019,8/17/2020,17.8,(510) 689-4081,5,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20CLARA%2C%20CA
SALCIDO FAMILY CHILD CARE,"SALCIDO, PRISCILLA",Unavailable,SANTA MARIA,93458,SANTA BARBARA,14,CLOSED,5/12/2023,6/3/2024,12.9,(805) 406-6659,5,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
"LITVINOVA, ALLA","LITVINOVA, ALLA",Unavailable,CONCORD,94521,CONTRA COSTA,14,CLOSED,10/3/2019,9/22/2020,11.8,(925) 639-7778,5,https://www.google.com/maps/search/Unavailable%2C%20CONCORD%2C%20CA
"RUIZ-ARGUETA, JENNIFER","RUIZ-ARGUETA, JENNIFER",Unavailable,SAN PABLO,94806,CONTRA COSTA,14,LICENSED,12/10/2020,10/4/2022,22.1,(510) 778-0860,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20PABLO%2C%20CA
REYNOSO FAMILY CHILD CARE,YANIRA REYNOSO,Unavailable,HUNTINGTON PARK,90255,LOS ANGELES,14,CLOSED,6/11/2019,3/26/2021,21.8,(323) 772-7192,5,https://www.google.com/maps/search/Unavailable%2C%20HUNTINGTON%20PARK%2C%20CA
"RODRIGUEZ, ERIKENDY","RODRIGUEZ, ERIKENDY",Unavailable,IRVINE,92604,ORANGE,14,CLOSED,1/24/2023,10/16/2023,8.8,(949) 979-0252,5,https://www.google.com/maps/search/Unavailable%2C%20IRVINE%2C%20CA
RUBALCAVA FAMILY CHILD CARE,MARIA & LEONOR RUBALCAVA & ANA HERNANDEZ,Unavailable,SANTA MARIA,93454,SANTA BARBARA,14,CLOSED,2/1/2023,7/3/2024,17.3,(805) 406-6718,5,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
REYES FAMILY CHILD CARE,ARTURO REYES,Unavailable,APPLE VALLEY,92307,SAN BERNARDINO,14,CLOSED,12/28/2023,2/20/2025,14.0,(909) 200-9060,5,https://www.google.com/maps/search/Unavailable%2C%20APPLE%20VALLEY%2C%20CA
REYES FAMILY CHILD CARE,"REYES, LOURDES",Unavailable,INDIO,92201,RIVERSIDE,14,CLOSED,3/17/2023,3/28/2024,12.6,(760) 574-3678,5,https://www.google.com/maps/search/Unavailable%2C%20INDIO%2C%20CA
"REED,TAMARA FCCH","REED, TAMARA",Unavailable,VALLEJO,94590,SOLANO,14,CLOSED,6/24/2023,8/21/2024,14.1,(707) 652-3800,5,https://www.google.com/maps/search/Unavailable%2C%20VALLEJO%2C%20CA
"REAL, CASSANDRA FAMILY CHILD CARE","REAL, CASSANDRA",Unavailable,FRESNO,93702,FRESNO,14,CLOSED,9/18/2023,1/23/2025,16.4,(559) 612-9484,5,https://www.google.com/maps/search/Unavailable%2C%20FRESNO%2C%20CA
"RATHNAKAR AMIN, MAMATHA",MAMATHA RATHNAKAR AMIN,Unavailable,MOUNTAIN HOUSE,95391,SAN JOAQUIN,14,CLOSED,4/30/2024,1/23/2025,8.9,(925) 497-1307,5,https://www.google.com/maps/search/Unavailable%2C%20MOUNTAIN%20HOUSE%2C%20CA
RASHID FAMILY CHILD CARE,SHAMA RASHID,Unavailable,SAN PEDRO,90732,LOS ANGELES,14,CLOSED,12/10/2018,10/1/2020,22.0,(562) 337-4502,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20PEDRO%2C%20CA
RAMIREZ FAMILY CHILD CARE,"RAMIREZ, DANYELA",Unavailable,SANTA MARIA,93454,SANTA BARBARA,14,CLOSED,2/15/2023,10/9/2024,20.1,(805) 315-4555,5,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
RUIZ FAMILY CHILD CARE,"RUIZ,MARIA",Unavailable,CATHEDRAL CITY,92234,RIVERSIDE,14,CLOSED,7/19/2023,9/9/2024,13.9,(760) 408-1519,5,https://www.google.com/maps/search/Unavailable%2C%20CATHEDRAL%20CITY%2C%20CA
"RAMOS, REYNA",REYNA RAMOS,Unavailable,LOS ALTOS,94022,SANTA CLARA,14,CLOSED,8/30/2023,1/8/2025,16.6,(650) 733-7644,5,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ALTOS%2C%20CA
KAO FAMILY CHILD CARE,"KAO,YING LIN",Unavailable,EASTVALE,92880,RIVERSIDE,14,CLOSED,1/28/2019,9/8/2020,19.6,(909) 680-8778,5,https://www.google.com/maps/search/Unavailable%2C%20EASTVALE%2C%20CA
RUSSELL FCC AKA PITTER PATTER FCC,"RUSSELL, BRITTANY LEIGH",Unavailable,ATASCADERO,93422,SAN LUIS OBISPO,14,CLOSED,5/10/2019,8/10/2020,15.3,(805) 235-1567,5,https://www.google.com/maps/search/Unavailable%2C%20ATASCADERO%2C%20CA
RAMIREZ FCC AKA SPROUTS OUTDOOR ACADEMY,KATIE RAMIREZ,Unavailable,NIPOMO,93444,SAN LUIS OBISPO,14,CLOSED,12/8/2023,8/1/2024,7.9,(805) 458-3400,5,https://www.google.com/maps/search/Unavailable%2C%20NIPOMO%2C%20CA
"SAFDARI, TOBA","SAFDARI, TOBA",Unavailable,MANTECA,95337,SAN JOAQUIN,14,CLOSED,3/5/2019,10/29/2020,20.1,(209) 291-0404,5,https://www.google.com/maps/search/Unavailable%2C%20MANTECA%2C%20CA
RAMIREZ FAMILY CHILD CARE,TANYA RAMIREZ,Unavailable,ALTADENA,91001,LOS ANGELES,14,CLOSED,6/7/2024,4/7/2025,10.1,(626) 644-3854,5,https://www.google.com/maps/search/Unavailable%2C%20ALTADENA%2C%20CA
RAMIREZ FAMILY CHILD CARE,RAMIREZ ILSE NOEMI,Unavailable,LOMPOC,93436,SANTA BARBARA,14,CLOSED,8/5/2019,5/31/2021,22.2,(805) 865-3901,5,https://www.google.com/maps/search/Unavailable%2C%20LOMPOC%2C%20CA
"SMYSHKOVA, ANNA","SMYSHKOVA, ANNA",Unavailable,CARMICHAEL,95608,SACRAMENTO,14,CLOSED,10/8/2018,9/14/2020,23.6,(916) 949-6332,5,https://www.google.com/maps/search/Unavailable%2C%20CARMICHAEL%2C%20CA
"NOORISTANI, TAMANA & FATIMA","NOORISTANI, TAMANA & FATIMA",Unavailable,SACRAMENTO,95815,SACRAMENTO,14,CLOSED,5/4/2023,6/10/2024,13.4,(279) 758-1301,5,https://www.google.com/maps/search/Unavailable%2C%20SACRAMENTO%2C%20CA
"NISHIMUTA, YOKO","NISHIMUTA, YOKO",Unavailable,CAMPBELL,95008,SANTA CLARA,14,CLOSED,7/11/2019,6/17/2021,23.6,(408) 460-4714,5,https://www.google.com/maps/search/Unavailable%2C%20CAMPBELL%2C%20CA
